bar_a,bar_b,astar_path,astar_length,dfs_path,dfs_length,shortest_path,shortest_path_length
Lafa,Jack Rock Bar,"[27563813, 29096647, 320407460, 28109270, 984671712, 28800995, 27589587, 2391161903, 59869429, 320943758, 320943755, 504703716, 504703725]",1223.280221833657,"[27563813, 31899404, 31899401, 27584878, 320407457, 320407480, 31899387, 29096745, 2367778808, 2823629282, 76009190, 29287966, 2823678724, 2823678729, 2823678731, 29287957, 76007242, 76007168, 76007160, 8256942515, 8256942514, 76009694, 1399965778, 2823678739, 2823678734, 76010160, 8926944044, 2354007196, 2354007209, 76010622, 75600085, 2307082407, 2307082409, 331923780, 332418031, 2309852316, 332417968, 2309852317, 2315450134, 331923810, 2309861288, 331924266, 331924938, 4769654875, 27590371, 331924924, 78686809, 2309861291, 4769654880, 332419149, 34060148, 34060136, 335591094, 8201516434, 34060151, 29601623, 8201516437, 78691330, 3017061933, 78687119, 78691455, 29096571, 2309876171, 2311180822, 29095219, 8923101193, 8204692385, 78686882, 335591058, 335585245, 10660899140, 2309901282, 2309901256, 27590376, 255617221, 9646669858, 335585160, 29173791, 2309918212, 8676394047, 29173803, 8676394048, 7139915082, 2839913201, 2839913101, 29601744, 2309918205, 2839901401, 2839895403, 1785452531, 2309925115, 6447027321, 78689584, 6447027316, 1448599558, 8917724346, 78689746, 4690744995, 79773126, 98851958, 79775551, 79775536, 8754615391, 8754615388, 2492757693, 79775696, 98994074, 5282115456, 5282115457, 98852145, 98852126, 98994080, 2307120585, 93916246, 29403920, 962023579, 99981447, 98822454, 98822287, 78200859, 8270111298, 78200956, 8270111301, 78200310, 78200325, 8681417936, 8681417937, 8681421235, 8681421234, 95185790, 9397154136, 319252381, 94620466, 29601600, 10250636625, 94896557, 94895935, 1735086877, 94880300, 353574346, 353574327, 94879498, 2317523694, 354977884, 94880774, 3357929693, 8939908171, 29685512, 94882039, 94882058, 2279590444, 2279590450, 94895920, 5254898813, 317008144, 63012956, 4987462491, 4987462504, 4987462490, 63012724, 29685423, 8201639217, 8201639218, 61853088, 2834244659, 29649875, 8880365273, 8880365275, 29649880, 1466296687, 29649890, 61852415, 1466399455, 29649873, 61852350, 29649892, 2314350776, 8246855343, 1466399453, 1466399482, 29685513, 29649894, 2649711727, 29649896, 1466399407, 317172853, 2867222795, 8236470157, 317172241, 8265655081, 8233985427, 316982463, 100100479, 316982472, 100100703, 8278923748, 8278923747, 1843116337, 8936742436, 29649932, 8239178764, 29649933, 4270893852, 4270893850, 100015185, 100014764, 100015043, 33591305, 3839829318, 11530103470, 99153372, 29649937, 11530103477, 3839829322, 28137003, 99155813, 99154779, 4270893846, 6235317983, 99334677, 99155808, 99334733, 99334836, 6235290279, 6235290280, 99334873, 99334881, 6235284110, 99964829, 2315925643, 8230495633, 2315925658, 99334843, 99964552, 8230495635, 6235369785, 1825514250, 1812904825, 1812905369, 1812904795, 1812904840, 1825514260, 1811699725, 99155555, 99155575, 99155567, 1582675691, 99155385, 1582675734, 1582675738, 8905620118, 8905610299, 28136641, 33591289, 3108083294, 3108083295, 1865229734, 3108083293, 3108083292, 443842924, 2323851944, 443842982, 443842913, 6765274087, 6765272077, 6765272078, 614909417, 31563860, 1111816241, 29649949, 29120639, 29095745, 2990314227, 29096144, 29096769, 1830888189, 28293871, 27645661, 27589558, 27645623, 27645649, 28385482, 29096195, 29096166, 29096097, 27589554, 1468366015, 1683938638, 31882626, 29096539, 1468366031, 588519680, 77974435, 77972839, 77972822, 63333205, 63333399, 63333417, 63333213, 77972855, 77974812, 77974880, 64906427, 31736775, 63333280, 63333304, 31736737, 64906695, 64906568, 29096494, 1830798248, 1830798246, 64906476, 64906345, 29096327, 4939335838, 28405046, 28405012, 1468366011, 28404861, 3429630459, 8266458513, 28404875, 28404764, 1468366008, 1468366002, 28404951, 28404912, 1468366007, 1468366003, 31882649, 64905760, 1886255672, 445969682, 5067956681, 28637318, 8936295143, 8936295160, 28405057, 5067956653, 8936295148, 77947125, 8239426019, 61137322, 77948433, 77949248, 581268977, 77951205, 2341867675, 2341867678, 2341867673, 29649842, 28337003, 4681995137, 4681995145, 1260761583, 31563898, 31563894, 78094516, 78094639, 78094925, 31563879, 2941234101, 27563856, 1469991199, 27558632, 29964242, 255615816, 297111794, 1818397153, 303343268, 8927813377, 8951580406, 29096718, 5254923068, 3700274611, 5290755055, 5871125832, 5871125830, 5871125821, 6422603543, 3700274569, 3700274578, 5254923079, 6757894766, 5254923052, 5871125858, 5871125848, 7877158878, 4067018482, 4981578159, 4067018487, 94686221, 1400297130, 79978691, 1014050172, 6761908681, 1494808222, 1494808236, 6823677081, 6370080464, 303343655, 9048339266, 9048339272, 8951975515, 8996493468, 9048339273, 9048339274, 29096776, 8899311768, 1493367633, 6028579981, 10679484276, 3337179113, 3337179117, 8939629963, 4733081730, 4733081731, 4733072618, 4733072614, 4733081725, 92677081, 3194250182, 3194250184, 92677059, 3194250180, 3194250179, 3194250173, 30064182, 1277789983, 3194250176, 35789331, 28328669, 1307102982, 1307102954, 6235319657, 1307115201, 1307115216, 28328666, 5059302137, 5059302140, 5059302147, 8914302806, 92675995, 79832555, 2273996651, 2273996700, 1497924147, 2273996627, 1703423494, 2273996520, 1497924169, 8226298617, 60856942, 8226298618, 2272591356, 60856873, 2272596507, 1914803733, 2272596476, 2272596426, 75207255, 39884498, 8920427566, 73602600, 8920427560, 8942106035, 73602114, 39884484, 73601695, 73601675, 2623978887, 2623978891, 36416663, 73601128, 36416664, 60649267, 2905601601, 2905601801, 8934057059, 35789343, 35789386, 8920325755, 8934057063, 2828735902, 8234207297, 32449510, 32449509, 32449508, 32449511, 8920381283, 35789350, 320943773, 320943789, 35966470, 35789347, 321845970, 35789387, 33024422, 61808391, 29288076, 8917422344, 61096142, 1083082700, 8917195952, 8917195951, 504707605, 504707606, 504707609, 504707610, 1250736328, 29120877, 8914549242, 440982409, 60649193, 4611804641, 8141895643, 8140721412, 7029582391, 60605126, 60649154, 60649156, 8914693749, 8981536498, 8981536495, 8981536496, 8914693751, 320934185, 60592914, 60592916, 60592921, 2823794501, 3632222921, 3632222431, 59868066, 59868072, 59868079, 28800995, 27589587, 2391161903, 59869429, 320943758, 354123490, 2391172884, 320943755, 504703716, 320934177, 320934178, 504703712, 2337296595, 320943775, 2744655066, 504703725]",110222.84555948306,"[27563813, 29096647, 320407460, 28109270, 984671712, 28800995, 27589587, 2391161903, 59869429, 320943758, 320943755, 504703716, 504703725]",1223.280221833657
Bar Altas Horas,Alad'ns Bar (Frango Frito),"[29096745, 31899387, 31899385, 31899372, 29096191, 35927251, 353134395, 5264235251, 5372963780, 8933480916, 8933499920, 8933879411, 2635443395, 8933953002, 2635443393, 8933952996, 2843884301, 5364576202, 8726135922, 8726135921, 2843894001, 28794416, 2826717002, 2962508633, 2843901101, 2843901301]",1745.014497971677,"[29096745, 31899387, 2827321102, 2827321101, 31899385, 29096773, 2367778808, 2823629282, 76009190, 29287966, 2823678724, 2823678729, 2823678731, 29287957, 76007242, 76007168, 76008347, 27563813, 31899404, 31899401, 2941234701, 8936532813, 2837027401, 2878237901, 2941234597, 2857144601, 36417186, 36417184, 36417185, 36417192, 36417191, 36417194, 36417193, 36417196, 2890440901, 2890440801, 2890440701, 2887576701, 2890440601, 36417207, 29096287, 353134395, 29095892, 36417209, 4430762761, 2310447259, 320407423, 38428107, 35927260, 2479065018, 2460331366, 2460331365, 29287934, 2354007209, 2354007196, 8926944044, 76010160, 8926944045, 76010622, 75600085, 2307082407, 2307082409, 331923780, 332418031, 2309852316, 332417968, 2309852317, 2315450134, 331923810, 2309861288, 331924266, 331924938, 4769654875, 27590371, 331924924, 78686809, 2309861291, 4769654880, 332419149, 34060148, 34060136, 335591094, 8201516434, 34060151, 29601623, 8201516437, 78691330, 3017061933, 78687119, 78691455, 29096571, 2309876171, 2311180822, 29095219, 8923101193, 8204692385, 78686882, 335591058, 335585245, 10660899140, 2309901282, 2309901256, 27590376, 255617221, 9646669858, 335585160, 8672412310, 75431504, 75429585, 75430700, 75430863, 34060111, 2590471937, 2590471942, 34060110, 8205305513, 34060096, 34060131, 3038380934, 8934181585, 4986055935, 34043603, 8934181588, 8934181590, 2823689100, 2823689096, 2823689098, 2823678780, 8265715487, 8265715489, 75600561, 8942629287, 4696461715, 4696461712, 4696461711, 4696462033, 3669076776, 8919682904, 75600638, 8919651363, 8942676117, 75600758, 8919780470, 8919780475, 8919780477, 2823678767, 2823678765, 2823678766, 34043567, 2823678743, 2823678739, 1399965778, 76009694, 8256942514, 8256942515, 76007160, 29096647, 35789360, 9397201412, 35789358, 320407460, 28109270, 35789357, 324383445, 35789361, 354123256, 324383464, 324383461, 335352451, 335352457, 335352453, 2066691721, 35966462, 354123400, 35966460, 354123393, 324383603, 2995638433, 28801003, 28109307, 27563811, 35789394, 9474391900, 9474391901, 7616664383, 5535142524, 35789390, 2809053125, 9484003425, 28801001, 8942682081, 8917170441, 8917170439, 9484018565, 9484018555, 29096253, 29096024, 3429314500, 32449489, 32449491, 2748450038, 35964759, 2748450035, 2748450037, 2748450045, 2748450042, 35964762, 2748450044, 35964763, 3743536440, 3743536441, 8917055235, 35964768, 35965214, 34061774, 35965220, 2902144501, 35965208, 35964776, 28797665, 2835788244, 32449505, 9450814327, 32449501, 29095228, 29095037, 8927158044, 8927158041, 32449508, 32449511, 32449510, 32449509, 2828735902, 8234207297, 8934057064, 321845941, 35789387, 33024422, 61808391, 321845970, 35789347, 35966470, 35789350, 320943773, 320943789, 5426516014, 61096142, 1083082700, 8917195952, 8917195951, 504707605, 504707606, 504707609, 504707610, 504707612, 504707613, 8917351481, 504707617, 2431316668, 8917351478, 33078908, 8752922382, 8167930922, 8167930918, 33715649, 33024423, 61808464, 33024439, 1068576749, 2590376347, 1914803769, 2272596482, 1914803715, 2272596442, 2272596512, 2272596508, 2272596519, 1914803699, 3337134320, 8136911701, 8133397963, 1914803733, 2272596507, 60856873, 2272591356, 8226298618, 8226298617, 60856942, 60856955, 78718296, 3670911519, 60862821, 3670911678, 60862817, 79679561, 8133404529, 2274007514, 8154455117, 8945374519, 8945374528, 8945374524, 2274007615, 8163703680, 8163703676, 2274018143, 8163703669, 78719039, 8923318366, 2943333733, 8923318365, 8163472635, 5061269639, 60866167, 2993433533, 7834937685, 7834908967, 2967039735, 2967039733, 2993432935, 3003366351, 2993432936, 3003366537, 3003366538, 8237091112, 8914317252, 7836134541, 4981690333, 1497924160, 1497924188, 1497924211, 1497924147, 2273996627, 1703423494, 92675590, 2273996651, 79832555, 92675995, 8914302806, 5059302147, 5059302140, 5059302137, 28328666, 1307115216, 1307115201, 5059302144, 2429287223, 73602784, 8201765925, 27591785, 73602600, 8920427566, 39884498, 39884484, 73602114, 29741084, 993845661, 36416909, 36416908, 2835653986, 60649198, 60649258, 321017170, 73601675, 2623978887, 2623978891, 36416663, 73601128, 36416664, 60649267, 2905601601, 2905601801, 2871278301, 9450847423, 9450844334, 9450844335, 2871097703, 2871097702, 35965564, 35965930, 35964793, 2618740892, 60649257, 60649256, 2312181600, 2312181594, 8749913755, 8749913754, 2312181599, 8230068178, 35965559, 41416559, 41416571, 321064810, 321064908, 2312181595, 28109299, 2338467522, 321064685, 35789337, 354123215, 321017477, 27590350, 321027656, 35789336, 29741086, 28109264, 4635986228, 10603819353, 10603799270, 28294407, 4634496627, 60749858, 27591802, 4270844943, 29096517, 2618789340, 2618789338, 2618789336, 2618789335, 3808701705, 2618789333, 3808701706, 1307102972, 4697781735, 4697781734, 1307102932, 28328658, 8923131771, 60730840, 60730934, 8923028776, 964931333, 3700274712, 28328659, 27564588, 34851947, 6422603687, 3700274666, 6422603692, 3700274611, 5254923068, 29096718, 8951580406, 8927813377, 303343268, 1818397153, 297111794, 255615816, 29964242, 27558632, 60469555, 29649769, 29649782, 1469991202, 1469991204, 29649811, 27563856, 2941234101, 31563879, 31563876, 78096598, 73564056, 78094925, 78094639, 78094516, 31563894, 27564527, 978048221, 31563898, 1260761583, 4681995145, 77950829, 63306626, 63304780, 1465607272, 29096166, 29096195, 28385482, 27645649, 31882626, 1683938638, 1468366015, 27589554, 1886255672, 64905760, 31882649, 1468366003, 1468366007, 28404912, 28404951, 28405012, 1468366011, 28404861, 3429630459, 8266458513, 29096539, 1468366031, 588519680, 77974435, 77972839, 77972822, 63333205, 63333399, 63333417, 63333213, 77972855, 77974812, 77974880, 64906427, 31736775, 63333280, 63333304, 31736737, 64906695, 64906568, 29096494, 1830798248, 1830798246, 64906476, 64906345, 29096327, 4939335838, 28405046, 4939335839, 64906332, 28637321, 1830997736, 8936295148, 5067956653, 28405057, 8936295160, 8936295143, 28637318, 5067956681, 8239426019, 77947125, 77948433, 77949248, 581268977, 77951205, 2341867675, 2341867678, 2341867673, 29649842, 28337003, 29096412, 29095802, 78093734, 78094099, 29095162, 29096780, 29096289, 8917687104, 8917702820, 29096476, 61785246, 61785247, 2314448272, 4701325147, 4701325149, 4701325150, 2314411579, 2314411621, 768716002, 2314411419, 2314411473, 61785328, 8227130654, 78094021, 8227130655, 8226758005, 77949996, 471741942, 61814725, 63169522, 63168857, 34851825, 4270721525, 61785364, 31829637, 34851813, 61785371, 61785370, 34992673, 34992674, 34992675, 60317929, 2563404305, 27685687, 31890021, 31890025, 61818409, 31890006, 27685679, 34992666, 34992671, 34992670, 64906858, 50921298, 61818396, 61818393, 61818390, 34060232, 29649859, 29649862, 30064125, 8239235963, 8239235962, 61821643, 6323656155, 61818577, 61818352, 61818360, 61818569, 64907484, 2388223556, 31736774, 1876684368, 61818329, 31563874, 61818321, 61818316, 62994490, 62994454, 62994464, 62994502, 62994563, 3271155518, 2309755223, 316994923, 2309531853, 2309531869, 3374685796, 2958847033, 2309521858, 61821546, 2279592750, 2279592753, 27685706, 4529894152, 35763630, 35763565, 35763629, 35927170, 5209322507, 35761785, 32448869, 324773984, 993654857, 28635039, 35968161, 35968163, 993654844, 28800979, 29096535, 35927090, 35968158, 28801012, 35968156, 50923643, 41416519, 41416532, 41416540, 41416552, 8923642582, 8923642587, 60649278, 2826716901, 28794416, 60649421, 2843893901, 2843894001, 8726135921, 8726135922, 8726135919, 8726135920, 12142917299, 12195322737, 10250743898, 10250743897, 10250743896, 10250743899, 2834789601, 8878494699, 320407441, 320407430, 5382931992, 6898232615, 2925019901, 373573309, 8933578736, 76014223, 8933590286, 1449285378, 8923360554, 8923360555, 8923360557, 331924552, 331924591, 76013196, 331924052, 331923952, 331923900, 76012498, 76013998, 2337657989, 8996732491, 8996732490, 320407432, 320407408, 8273224585, 12273546151, 12273546153, 2906618302, 2924765001, 76481428, 76481504, 321403322, 60649353, 8914336975, 76481414, 60649351, 60649350, 8955525494, 4548581105, 2977330734, 3057278033, 11337881576, 8942320847, 35927205, 35927197, 36418247, 60649328, 60649299, 60649281, 60649279, 2843901301]",123482.38982304076,"[29096745, 31899387, 31899385, 31899372, 29096191, 35927251, 353134395, 5264235251, 5372963780, 8933480916, 8933499920, 8933879411, 2635443395, 8933953002, 2635443393, 8933952996, 2843884301, 5364576202, 8726135922, 8726135921, 2843894001, 28794416, 2826717002, 2962508633, 2843901101, 2843901301]",1745.014497971677
Esquinão do Carrpicho,Bar do Ricardo,"[34992666, 27685679, 31890006, 34060233, 61818390, 34060232, 29649859, 29649862, 8239235962, 61821643, 61821693, 76481564, 335762639, 76481822, 2309762214, 76481887, 4764366501, 4764366497, 9459000277, 78200956, 8270111298, 78200859, 98822287, 8905229557, 8156760812, 98852126, 98852051, 98852010, 5573749035]",8822.45879673116,"[34992666, 34992671, 34992670, 64906858, 50921298, 61818396, 61818393, 61818390, 34060233, 34060234, 27685679, 31890006, 31890021, 27685687, 31890088, 31890038, 31890888, 61785362, 2918973202, 2279592750, 61821546, 2309521858, 2958847033, 4031512407, 3323975165, 2309531853, 316994923, 2309755223, 2309755224, 8955525492, 8904998314, 2309755220, 3271155518, 62994563, 62994502, 62994464, 62994454, 62994652, 3008900458, 62995090, 29173785, 76481822, 335762639, 335762450, 2781819182, 2310064045, 2310064049, 335762309, 78200633, 29173824, 354123322, 2310081622, 8925132180, 3039698323, 335718213, 335718154, 5049524173, 2296586982, 98995065, 2310303430, 2307147988, 2307147989, 5231208190, 29601623, 34060151, 8201516434, 8201516436, 3017061933, 78691330, 8201516437, 8201516439, 5231208193, 2309602792, 2309602785, 2958774533, 29601713, 78691539, 98927944, 98927975, 98927841, 8156883253, 2310467616, 2310467617, 2310467618, 2310467615, 78687459, 2321381260, 3074093258, 3074093255, 2321381264, 3074093253, 2321381263, 3074093259, 29173804, 3074093262, 2839913101, 2839913201, 7139915082, 29173803, 8676394048, 2309918212, 8676394047, 5231204488, 2823794272, 8923258360, 8923258361, 29173814, 10660899140, 2309901282, 2309901256, 2823794230, 78686882, 335591058, 8923101193, 8204692385, 2311180822, 29095219, 29096571, 2309876171, 78687119, 12128763000, 34060136, 34060148, 332419149, 4769654880, 2309861291, 78686809, 2307119438, 2309861288, 331924266, 331924938, 4769654875, 27590371, 27590376, 255617221, 9646669858, 335585160, 8672412310, 75431504, 75429585, 75430700, 75430863, 34060111, 2590471937, 2590471942, 34060110, 8205305513, 34060096, 34060131, 3038380934, 8934181585, 4986055935, 34043603, 8934181588, 8934181590, 2823689100, 2823689096, 2823689098, 2823678780, 8265715487, 8265715489, 75600561, 8942629287, 4696461715, 4696461712, 4696461711, 4696462033, 3669076776, 8919682904, 75600638, 8919651363, 8942676117, 75600758, 8919780470, 8919780475, 8919780477, 2823678767, 2823678765, 2823678766, 34043567, 2823678743, 2823678764, 75600774, 76010160, 8926944044, 2354007196, 2354007209, 76010622, 75600085, 2307082407, 2307082409, 2309846110, 3027260933, 2309846111, 331924136, 331924629, 27590363, 76013196, 331924591, 331924552, 8923360557, 8923360558, 1449285378, 8933590286, 76014223, 8933578736, 8933578737, 5382931992, 320407430, 320407444, 320407432, 320407408, 76012394, 8996732491, 8996732490, 4430762761, 2310447259, 320407423, 38428107, 35927260, 2479065018, 2460331366, 31899372, 31899385, 29096773, 2367778808, 2823629282, 76009190, 29287966, 2823678724, 2823678729, 2823678731, 29287957, 76007242, 76007168, 76008347, 27563813, 31899404, 31899401, 27584878, 320407457, 320407480, 31899387, 2827321102, 2827321101, 2890440601, 2887576701, 8934295040, 2890440901, 2890440801, 2973310633, 36417206, 36417207, 29096287, 353134395, 29095892, 36417209, 8908254457, 8908254450, 8908318549, 8908318551, 8878494697, 2834789601, 10250743899, 10250743898, 10250743897, 10250743896, 12273546151, 12273546153, 2906618302, 2924765001, 76481428, 76481504, 321403322, 60649353, 8914336975, 76481414, 60649351, 60649350, 8955525494, 4548581105, 2977330734, 3057278033, 11337881576, 8942320847, 35927205, 35927197, 36418247, 60649328, 60649299, 60649281, 60649279, 2843901301, 60649278, 2826716901, 28794416, 60649421, 2843893901, 2843894001, 8726135921, 8726135922, 8726135919, 2843884101, 8933952992, 1996337265, 2635397508, 8933953002, 2635443395, 8933879411, 8933499920, 8933480916, 8933499919, 36418257, 5372963780, 5264235251, 35927223, 28801018, 41416519, 41416532, 41416540, 41416552, 32448869, 324773984, 993654857, 28635039, 35968161, 35968163, 993654844, 28800979, 29096535, 35927090, 35968158, 28801012, 35968156, 35968152, 35968155, 35968157, 28801013, 35927088, 35927086, 29095210, 29095380, 2391355820, 32449487, 3540576293, 8875756076, 3540576493, 8898863284, 28109263, 8920367776, 8920367777, 29160780, 2827399643, 29096813, 35788222, 32600635, 29095385, 4893037817, 4893037820, 28109281, 31737028, 28109282, 31737030, 7283231730, 27584879, 29096738, 29160773, 29160775, 5090085494, 1273195041, 2848114002, 2907898701, 28794444, 3842430994, 29161231, 5557715118, 6269325069, 5557715106, 5557715095, 321050062, 30064173, 321050092, 3039366634, 3039400037, 2684142546, 29096564, 35930993, 29095724, 32448876, 32448875, 32448873, 32448886, 12195305759, 32448889, 12195305763, 324773722, 2828780501, 29095105, 5491142349, 4459869490, 4466147352, 4459870190, 32448878, 2931009202, 32448892, 5462242773, 32449482, 32449481, 32448895, 32448893, 32448879, 32448881, 32449478, 2590376322, 2992467334, 2845291901, 2845292201, 5441037124, 1273201210, 29160545, 2618540179, 2618540183, 31829648, 61785366, 2296385387, 61785370, 34992673, 34992674, 34992675, 60317929, 467687686, 34992667, 63169034, 63169051, 34851844, 581269270, 581268984, 581268977, 77949248, 77948433, 61137322, 8239426019, 77947125, 8936295148, 5067956653, 28405057, 8936295160, 8936295143, 28637318, 5067956681, 445969682, 1886255672, 64905760, 31882649, 1468366003, 1468366007, 1468366015, 27589554, 29096097, 29096166, 29096195, 28385482, 27645649, 31882626, 1683938638, 28404764, 1468366008, 1468366002, 28404951, 28405012, 1468366011, 28404861, 3429630459, 8266458513, 29096539, 1468366031, 588519680, 77974435, 77972839, 77972822, 63333205, 63333399, 63333417, 63333213, 77972855, 77974812, 77974880, 64906427, 31736775, 63333280, 63333304, 31736737, 64906695, 64906568, 64906800, 34992672, 64906716, 64907484, 61818569, 61818360, 61818352, 61818577, 6323656155, 4987462434, 29649868, 30064200, 30064153, 31563874, 61818321, 61818316, 61818314, 62994421, 5395790782, 5395790781, 61818306, 61818308, 61818598, 63333054, 31736774, 2388223556, 63332974, 63333767, 63333735, 63333727, 30064134, 30064198, 61854838, 8905166968, 8905166973, 2053040772, 2053040746, 2053040743, 61854333, 61853622, 61852415, 1466399455, 29649873, 61852350, 29649892, 2314350776, 8246855343, 1466399453, 1466399482, 29685513, 29649894, 2649711727, 29649896, 1466399407, 317172853, 2867222795, 8236470157, 317172241, 8265655081, 8233985427, 8233985428, 4617338704, 6383363637, 6383363638, 8230495627, 1838326833, 1838326824, 5394061057, 3322381125, 3322383713, 3322383503, 8880963670, 655446469, 8902027838, 6383302710, 6383302711, 8941759452, 8941759451, 317173204, 655446493, 8881015042, 3322383525, 655446473, 8907984132, 8907984131, 12532129555, 316778433, 316778190, 8905162029, 8905162033, 8905162030, 11416618748, 11416618759, 11416618761, 316778460, 94895920, 5254898813, 317008144, 63012956, 4987462491, 4987462504, 4987462490, 63012724, 29685423, 8201639217, 8201639218, 61853088, 2834244659, 29649875, 8880365273, 8880365275, 29649880, 1466296687, 29649890, 1466344681, 94879231, 94879238, 2712860406, 2712860424, 2712860420, 2314806486, 8201632815, 29685427, 63012746, 63012857, 63012713, 3658881533, 452817232, 4896125374, 8904874238, 3357929693, 8939908171, 29685512, 94882039, 94882058, 94880985, 94880635, 94879516, 354977884, 2317523694, 94879498, 353574327, 353574346, 94880300, 1735086877, 94895935, 94896557, 94896542, 10250636625, 29601600, 94620466, 319252381, 9397154136, 95185790, 2313761825, 2313761819, 8681417936, 8681417937, 8681421235, 319249481, 8681417938, 317007476, 29403849, 29403942, 2383836776, 5045329640, 1725453448, 2633824015, 2633824020, 29403940, 78200237, 76481959, 76481905, 76481827, 6723692209, 76481887, 4764366501, 4764366497, 9459000277, 78200956, 8270111301, 78200310, 78200325, 78200399, 962023579, 99981447, 98822454, 98822287, 8905229557, 8156760812, 98852126, 98852145, 98852233, 98852051, 98852010, 8902062158, 8902062164, 8156857620, 79775551, 98851958, 5573749035]",118341.5798601593,"[34992666, 27685679, 31890006, 34060233, 61818390, 34060232, 29649859, 29649862, 8239235962, 61821643, 61821693, 76481564, 335762639, 76481822, 2309762214, 76481887, 4764366501, 4764366497, 9459000277, 78200956, 8270111298, 78200859, 98822287, 8905229557, 8156760812, 98852126, 98852051, 98852010, 5573749035]",8822.45879673116
Krug Bier,Carnossauro,"[28109270, 35789357, 324383445, 8880478848, 335352457, 335352453]",349.5394591658498,"[28109270, 35789357, 324383445, 35789361, 354123256, 324383464, 324383461, 335352451, 335352457, 335352453]",391.68759195981403,"[28109270, 35789357, 324383445, 8880478848, 335352457, 335352453]",349.5394591658498
